site_id,response_generator_id,data_type,exam_id,task_number,trial_number,trial_time,num_blue_locations,red_capability_Pc,red_vulnerability_P_1,red_vulnerability_P_2,red_opportunity_U_1,red_opportunity_U_2,red_activity_detected_1,red_activity_detected_2,bluebook_Neutral_prob_1,bluebook_Neutral_prob_2,probs_Pp_time,probs_Pp_1,probs_Pp_2,probs_Pp_3,probs_Pp_normative_1,probs_Pp_normative_2,probs_Pp_normative_3,probs_Pp_normative_inc_1,probs_Pp_normative_inc_2,probs_Pp_normative_inc_3,probs_Ppc_time,probs_Ppc_1,probs_Ppc_2,probs_Ppc_3,probs_Ppc_normative_1,probs_Ppc_normative_2,probs_Ppc_normative_3,probs_Ppc_normative_inc_1,probs_Ppc_normative_inc_2,probs_Ppc_normative_inc_3,probs_Ptpc_time,probs_Ptpc_1,probs_Ptpc_2,probs_Ptpc_3,probs_Ptpc_normative_1,probs_Ptpc_normative_2,probs_Ptpc_normative_3,probs_Ptpc_normative_inc_1,probs_Ptpc_normative_inc_2,probs_Ptpc_normative_inc_3,sigint_time,sigint_location_1,sigint_participant_optimal_location_1,sigint_bayesian_optimal_location_1,blue_action_time,blue_action_1,blue_action_2,blue_action_expected_utility,blue_action_normative_participant_1,blue_action_normative_participant_2,blue_action_normative_participant_expected_utility,blue_action_normative_bayesian_1,blue_action_normative_bayesian_2,blue_action_normative_bayesian_expected_utility
PSU,123,Human_Single,Final-Exam-1,3,3,75972.0,2,0.7,0.443770622,0.387804009,2,2,0,0,0.1,0.1,10904.0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,0.8,7753.0,0.4,0.4,0.2,0.06999999999999999,0.06999999999999999,0.86,0.06999999999999999,0.06999999999999999,0.86,27706.0,0.594,0.396,0.01,0.06999999999999999,0.06999999999999998,0.8600000000000001,0.31404958677685957,0.5289256198347106,0.15702479338842978,4430.0,2,1,1,11466.0,Do_Not_Divert,Do_Not_Divert,-0.20102070863157895,Do_Not_Divert,Do_Not_Divert,-0.20102070863157895,Do_Not_Divert,Do_Not_Divert,-0.044073928336448576
PSU,123,Human_Single,Final-Exam-1,3,4,71822.0,2,0.4,0.348790791,0.137053679,5,5,0,1,0.2,0.4,9235.0,0.2,0.4,0.4,0.2,0.4,0.3999999999999999,0.2,0.4,0.3999999999999999,8346.0,0.3,0.4,0.3,0.08000000000000002,0.16000000000000003,0.76,0.08000000000000002,0.16000000000000003,0.76,25959.0,0.3,0.4,0.3,0.08,0.16000000000000003,0.76,0.4192139737991265,0.331877729257642,0.24890829694323147,10109.0,1,2,2,6614.0,Do_Not_Divert,Divert,-0.9911097456818183,Do_Not_Divert,Divert,-0.9911097456818183,Do_Not_Divert,Do_Not_Divert,-0.6441142351701784
PSU,123,Human_Single,Final-Exam-1,3,5,43712.0,2,0.4,0.337248619,0.331277966,4,4,0,0,0.2,0.2,6303.0,0.2,0.2,0.6,0.2,0.2,0.6,0.2,0.2,0.6,9718.0,0.3,0.3,0.4,0.08000000000000002,0.08000000000000002,0.84,0.08000000000000002,0.08000000000000002,0.84,7223.0,0.4,0.4,0.2,0.08000000000000002,0.08,0.84,0.24890829694323144,0.4192139737991265,0.33187772925764203,3947.0,2,1,1,5320.0,Do_Not_Divert,Do_Not_Divert,-0.7576535199999999,Do_Not_Divert,Do_Not_Divert,-0.7576535199999999,Do_Not_Divert,Do_Not_Divert,-0.19642869037037042
PSU,123,Human_Single,Final-Exam-1,3,6,72228.0,2,0.4,0.401825107,0.118863044,4,2,0,1,0.2,0.3,5990.0,0.2,0.3,0.5,0.2,0.3,0.5,0.2,0.3,0.5,7316.0,0.30000000000000004,0.35000000000000003,0.35000000000000003,0.08000000000000002,0.12,0.8,0.08000000000000002,0.12,0.8,32370.0,0.396,0.594,0.01,0.08,0.12,0.8,0.4192139737991265,0.29039301310043664,0.29039301310043686,5523.0,1,2,2,10421.0,Do_Not_Divert,Divert,-0.6916629776842106,Do_Not_Divert,Divert,-0.6916629776842106,Do_Not_Divert,Do_Not_Divert,-0.22576956735379644
PSU,123,Human_Single,Final-Exam-1,3,7,57111.0,2,0.4,0.099622344,0.457303476,4,5,0,1,0.4,0.2,4790.0,0.4,0.2,0.4,0.4,0.2,0.3999999999999999,0.4,0.2,0.3999999999999999,5304.0,0.4,0.3,0.3,0.16000000000000003,0.08000000000000002,0.76,0.16000000000000003,0.08000000000000002,0.76,16099.0,0.396,0.594,0.01,0.11428571428571434,0.3428571428571428,0.5428571428571429,0.25000000000000006,0.5625,0.1875,3167.0,2,1,1,11154.0,Divert,Do_Not_Divert,-0.9917203768421052,Do_Not_Divert,Do_Not_Divert,-0.8765669553684212,Do_Not_Divert,Do_Not_Divert,-0.38530928130501285
PSU,123,Human_Single,Final-Exam-1,3,8,56129.0,2,0.7,0.125905771,0.312691703,5,2,1,0,0.4,0.1,4758.0,0.4,0.1,0.5,0.4,0.1,0.5,0.4,0.1,0.5,15663.0,0.5445,0.4455,0.01,0.27999999999999997,0.06999999999999999,0.65,0.27999999999999997,0.06999999999999999,0.65,11122.0,0.594,0.396,0.01,0.6999999999999998,0.029166666666666678,0.2708333333333335,0.7778571428571428,0.21214285714285716,0.01,6224.0,1,1,1,4758.0,Do_Not_Divert,Divert,-2.5614989794736838,Divert,Do_Not_Divert,-0.6840490922105265,Divert,Do_Not_Divert,-0.3129450858987667
PSU,123,Human_Single,Final-Exam-1,3,9,59062.0,2,0.4,0.111816277,0.281968674,3,3,0,0,0.3,0.1,7566.0,0.3,0.1,0.6,0.3,0.1,0.6,0.3,0.1,0.6,17192.0,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.12,0.04000000000000001,0.84,0.12,0.04000000000000001,0.84,9267.0,0.594,0.396,0.01,0.12,0.04,0.84,0.29039301310043664,0.4192139737991265,0.29039301310043686,4305.0,2,1,1,11076.0,Do_Not_Divert,Do_Not_Divert,-1.3786669929473685,Divert,Do_Not_Divert,-0.8017237802105265,Do_Not_Divert,Do_Not_Divert,-0.3158770150610932
PSU,123,Human_Single,Final-Exam-1,3,10,107001.0,2,0.7,0.230668493,0.050440015,4,5,0,0,0.4,0.4,5086.0,0.4,0.4,0.2,0.4,0.4,0.19999999999999996,0.4,0.4,0.19999999999999996,17644.0,0.495,0.495,0.01,0.27999999999999997,0.27999999999999997,0.44000000000000006,0.27999999999999997,0.27999999999999997,0.44000000000000006,44991.0,0.792,0.198,0.01,0.2799999999999999,0.27999999999999997,0.44000000000000017,0.6211764705882353,0.36882352941176477,0.01,18003.0,1,1,1,11341.0,Do_Not_Divert,Do_Not_Divert,-1.855715845047619,Divert,Do_Not_Divert,-0.45217142142857136,Do_Not_Divert,Divert,-1.2525801372499998
PSU,124,Human_Single,Final-Exam-1,3,1,137592.0,2,1.0,0.334456797,0.437983013,2,2,0,1,0.1,0.1,48142.0,0.1,0.15,0.75,0.1,0.1,0.8,0.1,0.1,0.8,16364.0,0.4455,0.5445,0.01,0.1,0.1,0.8,0.1,0.15,0.75,18299.0,0.4,0.58,0.02,0.06666666666666668,0.39999999999999986,0.5333333333333334,0.21214285714285716,0.7778571428571428,0.01,11466.0,2,2,1,12402.0,Do_Not_Divert,Divert,-0.6917253026250001,Do_Not_Divert,Do_Not_Divert,-0.25725609156250007,Do_Not_Divert,Do_Not_Divert,-0.12236193123287674
PSU,124,Human_Single,Final-Exam-1,3,2,85176.0,2,0.4,0.153512717,0.056970253,2,3,0,0,0.3,0.3,35147.0,0.30000000000000004,0.35000000000000003,0.35000000000000003,0.3,0.3,0.4,0.3,0.3,0.4,7004.0,0.35,0.37,0.28,0.12,0.12,0.76,0.12,0.13999999999999999,0.74,13744.0,0.45,0.37,0.18,0.12,0.11999999999999997,0.76,0.3115727002967359,0.4391691394658753,0.24925816023738878,12901.0,2,2,1,3900.0,Divert,Do_Not_Divert,-1.3088654122219556,Do_Not_Divert,Do_Not_Divert,-1.1204029994109177,Do_Not_Divert,Do_Not_Divert,-0.4332993872142856
PSU,124,Human_Single,Final-Exam-1,3,3,67205.0,2,0.7,0.443770622,0.387804009,2,2,0,0,0.1,0.1,23260.0,0.1,0.15,0.75,0.1,0.1,0.8,0.1,0.1,0.8,6178.0,0.35,0.4,0.25,0.06999999999999999,0.06999999999999999,0.86,0.06999999999999999,0.105,0.825,14258.0,0.43,0.4,0.17,0.06999999999999999,0.06999999999999998,0.8600000000000001,0.30882352941176466,0.4705882352941177,0.22058823529411764,4087.0,2,2,1,4743.0,Divert,Do_Not_Divert,-0.8119839900869565,Do_Not_Divert,Do_Not_Divert,-0.19366118585507244,Do_Not_Divert,Do_Not_Divert,-0.044073928336448576
PSU,124,Human_Single,Final-Exam-1,3,4,66612.0,2,0.4,0.348790791,0.137053679,5,5,0,1,0.2,0.4,15943.0,0.25,0.45,0.3,0.2,0.4,0.3999999999999999,0.2,0.4,0.3999999999999999,8923.0,0.3,0.42,0.28,0.08000000000000002,0.16000000000000003,0.76,0.1,0.18000000000000002,0.72,18455.0,0.35,0.5,0.15,0.04444444444444447,0.5333333333333333,0.42222222222222217,0.16304347826086957,0.6847826086956522,0.15217391304347827,4212.0,2,2,2,3479.0,Do_Not_Divert,Divert,-0.9268074130303032,Do_Not_Divert,Divert,-0.9268074130303032,Do_Not_Divert,Divert,-0.5101203175417299
PSU,124,Human_Single,Final-Exam-1,3,5,67985.0,2,0.4,0.337248619,0.331277966,4,4,0,0,0.2,0.2,14352.0,0.25,0.25,0.5,0.2,0.2,0.6,0.2,0.2,0.6,11341.0,0.32,0.32,0.36,0.08000000000000002,0.08000000000000002,0.84,0.1,0.1,0.8,26224.0,0.32,0.4,0.28,0.08,0.08000000000000002,0.84,0.38554216867469876,0.2891566265060241,0.32530120481927716,2980.0,1,1,1,2823.0,Do_Not_Divert,Divert,-0.9747547261651377,Do_Not_Divert,Do_Not_Divert,-0.7077124623853212,Do_Not_Divert,Do_Not_Divert,-0.19642869037037042
PSU,124,Human_Single,Final-Exam-1,3,6,101728.0,2,0.4,0.401825107,0.118863044,4,2,0,1,0.2,0.3,14009.0,0.2,0.3,0.5,0.2,0.3,0.5,0.2,0.3,0.5,31762.0,0.30000000000000004,0.35000000000000003,0.35000000000000003,0.08000000000000002,0.12,0.8,0.08000000000000002,0.12,0.8,14601.0,0.35,0.5,0.15,0.050000000000000024,0.44999999999999984,0.5000000000000001,0.1764705882352941,0.6176470588235293,0.20588235294117663,4899.0,2,2,2,4228.0,Do_Not_Divert,Divert,-0.7726604244848485,Do_Not_Divert,Do_Not_Divert,-0.7671792642424242,Do_Not_Divert,Divert,-0.5847554746393864
PSU,124,Human_Single,Final-Exam-1,3,7,62260.0,2,0.4,0.099622344,0.457303476,4,5,0,1,0.4,0.2,22464.0,0.4,0.25,0.35,0.4,0.2,0.3999999999999999,0.4,0.2,0.3999999999999999,9875.0,0.4,0.25,0.35,0.16000000000000003,0.08000000000000002,0.76,0.16000000000000003,0.1,0.74,9750.0,0.4,0.3,0.3,0.16,0.08000000000000002,0.76,0.4705882352941177,0.2205882352941176,0.3088235294117647,3198.0,1,1,1,3417.0,Divert,Do_Not_Divert,-0.769151980909091,Divert,Do_Not_Divert,-0.769151980909091,Do_Not_Divert,Do_Not_Divert,-0.5066620662820097
PSU,124,Human_Single,Final-Exam-1,3,8,70964.0,2,0.7,0.125905771,0.312691703,5,2,1,0,0.4,0.1,27019.0,0.5,0.2,0.3,0.4,0.1,0.5,0.4,0.1,0.5,8392.0,0.594,0.396,0.01,0.27999999999999997,0.06999999999999999,0.65,0.35,0.13999999999999999,0.51,13463.0,0.65,0.3,0.05,0.6999999999999998,0.029166666666666678,0.2708333333333335,0.8099999999999999,0.18000000000000002,0.01,3448.0,1,1,1,7051.0,Divert,Do_Not_Divert,-0.5325086766956522,Divert,Do_Not_Divert,-0.5325086766956522,Divert,Do_Not_Divert,-0.3129450858987667
PSU,124,Human_Single,Final-Exam-1,3,9,50654.0,2,0.4,0.111816277,0.281968674,3,3,0,0,0.3,0.1,7863.0,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.3,0.1,0.6,0.3,0.1,0.6,8096.0,0.37,0.35,0.28,0.12,0.04000000000000001,0.84,0.13999999999999999,0.12,0.74,14540.0,0.38,0.37,0.25,0.11999999999999997,0.04000000000000001,0.8400000000000001,0.4391691394658753,0.3115727002967359,0.24925816023738878,4212.0,1,1,1,8814.0,Divert,Divert,-1.4545031417267862,Do_Not_Divert,Do_Not_Divert,-0.9980049067065394,Do_Not_Divert,Do_Not_Divert,-0.31587701506109317
PSU,124,Human_Single,Final-Exam-1,3,10,73507.0,2,0.7,0.230668493,0.050440015,4,5,0,0,0.4,0.4,31294.0,0.4,0.5,0.1,0.4,0.4,0.19999999999999996,0.4,0.4,0.19999999999999996,16723.0,0.4455,0.5445,0.01,0.27999999999999997,0.27999999999999997,0.44000000000000006,0.27999999999999997,0.35,0.3700000000000001,7144.0,0.495,0.495,0.01,0.27999999999999997,0.2799999999999999,0.44000000000000017,0.37647887323943663,0.6135211267605635,0.01,3885.0,2,2,1,3167.0,Divert,Divert,-1.3333333333333333,Divert,Divert,-1.3333333333333333,Do_Not_Divert,Divert,-1.25258013725
PSU,125,Human_Single,Final-Exam-1,3,1,148871.0,2,1.0,0.334456797,0.437983013,2,2,0,1,0.1,0.1,56129.0,0.33,0.43,0.24,0.1,0.1,0.8,0.1,0.1,0.8,14305.0,0.45,0.4,0.15,0.1,0.1,0.8,0.33,0.43,0.24,15974.0,0.4,0.46,0.14,0.06666666666666668,0.39999999999999986,0.5333333333333334,0.20454545454545464,0.7272727272727271,0.06818181818181834,8627.0,2,1,1,6147.0,Do_Not_Divert,Divert,-0.8370457443529412,Do_Not_Divert,Do_Not_Divert,-0.2591863738235295,Do_Not_Divert,Do_Not_Divert,-0.12236193123287674
PSU,125,Human_Single,Final-Exam-1,3,2,87594.0,2,0.4,0.153512717,0.056970253,2,3,0,0,0.3,0.3,21622.0,0.30000000000000004,0.35000000000000003,0.35000000000000003,0.3,0.3,0.4,0.3,0.3,0.4,12277.0,0.35,0.4,0.25,0.12,0.12,0.76,0.12,0.13999999999999999,0.74,16754.0,0.4,0.4,0.2,0.12,0.11999999999999997,0.76,0.27061855670103085,0.5360824742268042,0.19329896907216493,5319.0,2,2,1,14898.0,Do_Not_Divert,Do_Not_Divert,-1.1554650325714284,Do_Not_Divert,Divert,-1.1102711805714285,Do_Not_Divert,Do_Not_Divert,-0.4332993872142856
PSU,125,Human_Single,Final-Exam-1,3,3,72291.0,2,0.7,0.443770622,0.387804009,2,2,0,0,0.1,0.1,19469.0,0.15,0.2,0.65,0.1,0.1,0.8,0.1,0.1,0.8,7769.0,0.2,0.25,0.55,0.06999999999999999,0.06999999999999999,0.86,0.105,0.13999999999999999,0.755,11092.0,0.2,0.2,0.6,0.06999999999999999,0.06999999999999998,0.8600000000000001,0.16901408450704222,0.3661971830985916,0.46478873239436613,5585.0,2,2,1,3229.0,Do_Not_Divert,Do_Not_Divert,-0.11228357933333333,Do_Not_Divert,Do_Not_Divert,-0.11228357933333333,Do_Not_Divert,Do_Not_Divert,-0.044073928336448576
PSU,125,Human_Single,Final-Exam-1,3,4,70902.0,2,0.4,0.348790791,0.137053679,5,5,0,1,0.2,0.4,22979.0,0.24,0.5,0.26,0.2,0.4,0.3999999999999999,0.2,0.4,0.3999999999999999,11653.0,0.3,0.4,0.3,0.08000000000000002,0.16000000000000003,0.76,0.096,0.2,0.704,5507.0,0.01,0.4455,0.5445,0.04444444444444447,0.5333333333333333,0.42222222222222217,0.1363636363636364,0.7272727272727271,0.13636363636363646,4088.0,2,2,2,8720.0,Do_Not_Divert,Divert,-0.55,Do_Not_Divert,Divert,-0.55,Do_Not_Divert,Divert,-0.5101203175417299
PSU,125,Human_Single,Final-Exam-1,3,5,64569.0,2,0.4,0.337248619,0.331277966,4,4,0,0,0.2,0.2,11668.0,0.3,0.3,0.4,0.2,0.2,0.6,0.2,0.2,0.6,18689.0,0.33,0.33,0.34,0.08000000000000002,0.08000000000000002,0.84,0.12,0.12,0.76,12917.0,0.3,0.3,0.4,0.08,0.08000000000000002,0.84,0.46054750402576505,0.2657004830917874,0.27375201288244755,2777.0,1,1,1,3775.0,Do_Not_Divert,Do_Not_Divert,-0.61195092,Do_Not_Divert,Do_Not_Divert,-0.61195092,Do_Not_Divert,Do_Not_Divert,-0.19642869037037042
PSU,125,Human_Single,Final-Exam-1,3,6,62384.0,2,0.4,0.401825107,0.118863044,4,2,0,1,0.2,0.3,11794.0,0.2,0.3,0.5,0.2,0.3,0.5,0.2,0.3,0.5,12262.0,0.30000000000000004,0.35000000000000003,0.35000000000000003,0.08000000000000002,0.12,0.8,0.08000000000000002,0.12,0.8,15584.0,0.25,0.4,0.35,0.08,0.12,0.8,0.4262295081967214,0.28688524590163933,0.28688524590163933,7410.0,1,2,2,5710.0,Do_Not_Divert,Divert,-0.7975665239999998,Do_Not_Divert,Do_Not_Divert,-0.6390824653333333,Do_Not_Divert,Do_Not_Divert,-0.22576956735379644
PSU,125,Human_Single,Final-Exam-1,3,7,68203.0,2,0.4,0.099622344,0.457303476,4,5,0,1,0.4,0.2,19297.0,0.5,0.2,0.3,0.4,0.2,0.3999999999999999,0.4,0.2,0.3999999999999999,12370.0,0.5,0.3,0.2,0.16000000000000003,0.08000000000000002,0.76,0.2,0.08000000000000002,0.72,9610.0,0.45,0.3,0.25,0.16,0.08000000000000002,0.76,0.6341463414634148,0.21951219512195116,0.14634146341463405,5757.0,1,1,1,7566.0,Divert,Do_Not_Divert,-0.7172823868208094,Divert,Do_Not_Divert,-0.7172823868208094,Do_Not_Divert,Do_Not_Divert,-0.5066620662820097
PSU,125,Human_Single,Final-Exam-1,3,8,87532.0,2,0.7,0.125905771,0.312691703,5,2,1,0,0.4,0.1,19999.0,0.4,0.15,0.45,0.4,0.1,0.5,0.4,0.1,0.5,11996.0,0.55,0.25,0.2,0.27999999999999997,0.06999999999999999,0.65,0.27999999999999997,0.105,0.615,14945.0,0.63,0.25,0.12,0.6999999999999998,0.029166666666666678,0.2708333333333335,0.830188679245283,0.09433962264150948,0.07547169811320753,10327.0,1,1,1,7285.0,Divert,Do_Not_Divert,-0.5214291630741839,Divert,Do_Not_Divert,-0.5214291630741839,Divert,Do_Not_Divert,-0.3129450858987667
PSU,125,Human_Single,Final-Exam-1,3,9,66051.0,2,0.4,0.111816277,0.281968674,3,3,0,0,0.3,0.1,22792.0,0.3,0.26,0.44,0.3,0.1,0.6,0.3,0.1,0.6,13354.0,0.33,0.3,0.37,0.12,0.04000000000000001,0.84,0.12,0.10400000000000001,0.776,10639.0,0.27,0.3,0.43,0.11999999999999997,0.04000000000000001,0.8400000000000001,0.460547504025765,0.2415458937198067,0.29790660225442833,4805.0,1,1,1,2824.0,Do_Not_Divert,Do_Not_Divert,-0.7907437478193688,Do_Not_Divert,Do_Not_Divert,-0.7907437478193688,Do_Not_Divert,Do_Not_Divert,-0.31587701506109317
PSU,125,Human_Single,Final-Exam-1,3,10,62072.0,2,0.7,0.230668493,0.050440015,4,5,0,0,0.4,0.4,16864.0,0.39,0.4,0.21,0.4,0.4,0.19999999999999996,0.4,0.4,0.19999999999999996,12261.0,0.4455,0.5445,0.01,0.27999999999999997,0.27999999999999997,0.44000000000000006,0.27299999999999996,0.27999999999999997,0.44700000000000006,7005.0,0.01,0.594,0.396,0.27999999999999997,0.2799999999999999,0.44000000000000017,0.317458432304038,0.6725415676959622,0.01,3151.0,2,2,1,6770.0,Do_Not_Divert,Divert,-0.4,Do_Not_Divert,Divert,-0.4,Do_Not_Divert,Divert,-1.25258013725
PSU,126,Human_Single,Final-Exam-1,3,1,136344.0,2,1.0,0.334456797,0.437983013,2,2,0,1,0.1,0.1,15038.0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,0.8,7613.0,0.495,0.495,0.01,0.1,0.1,0.8,0.1,0.1,0.8,25413.0,0.2,0.5,0.3,0.09999999999999999,0.1,0.8,0.6473076923076924,0.34269230769230763,0.01,6334.0,1,1,1,10576.0,Divert,Do_Not_Divert,-0.9991413102222224,Do_Not_Divert,Do_Not_Divert,-0.18382717822222228,Do_Not_Divert,Do_Not_Divert,-0.08274916000000003
PSU,126,Human_Single,Final-Exam-1,3,2,59234.0,2,0.4,0.153512717,0.056970253,2,3,0,0,0.3,0.3,6396.0,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.4,16926.0,0.38,0.4,0.22,0.12,0.12,0.76,0.12,0.12,0.76,9532.0,0.5,0.2,0.3,0.12,0.11999999999999997,0.76,0.280327868852459,0.5573770491803279,0.1622950819672131,6427.0,2,2,1,5023.0,Divert,Divert,-1.4444444444444446,Divert,Do_Not_Divert,-0.8509087202222223,Do_Not_Divert,Do_Not_Divert,-0.4332993872142856
PSU,126,Human_Single,Final-Exam-1,3,3,49826.0,2,0.7,0.443770622,0.387804009,2,2,0,0,0.1,0.1,9360.0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,0.8,11279.0,0.5445,0.4455,0.01,0.06999999999999999,0.06999999999999999,0.86,0.06999999999999999,0.06999999999999999,0.86,5007.0,0.495,0.495,0.01,0.06999999999999998,0.06999999999999999,0.8600000000000001,0.6907835820895523,0.2992164179104477,0.01,7192.0,1,1,1,4072.0,Do_Not_Divert,Do_Not_Divert,-0.22456715866666666,Do_Not_Divert,Do_Not_Divert,-0.22456715866666666,Do_Not_Divert,Do_Not_Divert,-0.04407392833644858
PSU,126,Human_Single,Final-Exam-1,3,4,46192.0,2,0.4,0.348790791,0.137053679,5,5,0,1,0.2,0.4,5553.0,0.2,0.4,0.4,0.2,0.4,0.3999999999999999,0.2,0.4,0.3999999999999999,7925.0,0.4,0.4,0.2,0.08000000000000002,0.16000000000000003,0.76,0.08000000000000002,0.16000000000000003,0.76,8642.0,0.396,0.594,0.01,0.04444444444444447,0.5333333333333333,0.42222222222222217,0.22222222222222227,0.6666666666666666,0.11111111111111116,4337.0,2,1,2,4961.0,Do_Not_Divert,Divert,-0.8446509663157896,Do_Not_Divert,Divert,-0.8446509663157896,Do_Not_Divert,Divert,-0.5101203175417299
PSU,126,Human_Single,Final-Exam-1,3,5,63461.0,2,0.4,0.337248619,0.331277966,4,4,0,0,0.2,0.2,6630.0,0.2,0.2,0.6,0.2,0.2,0.6,0.2,0.2,0.6,4555.0,0.4,0.4,0.2,0.08000000000000002,0.08000000000000002,0.84,0.08000000000000002,0.08000000000000002,0.84,5460.0,0.3,0.3,0.4,0.08,0.08000000000000002,0.84,0.5573770491803279,0.29508196721311475,0.14754098360655732,2964.0,1,1,1,3323.0,Do_Not_Divert,Do_Not_Divert,-0.61195092,Do_Not_Divert,Do_Not_Divert,-0.61195092,Do_Not_Divert,Do_Not_Divert,-0.19642869037037042
PSU,126,Human_Single,Final-Exam-1,3,6,39312.0,2,0.4,0.401825107,0.118863044,4,2,0,1,0.2,0.3,5413.0,0.2,0.3,0.5,0.2,0.3,0.5,0.2,0.3,0.5,5304.0,0.4,0.45,0.15,0.08000000000000002,0.12,0.8,0.08000000000000002,0.12,0.8,4820.0,0.198,0.792,0.01,0.050000000000000024,0.44999999999999984,0.5000000000000001,0.21052631578947373,0.7105263157894737,0.07894736842105265,8767.0,2,2,2,6614.0,Do_Not_Divert,Divert,-0.2754951973333333,Do_Not_Divert,Divert,-0.2754951973333333,Do_Not_Divert,Divert,-0.5847554746393864
PSU,126,Human_Single,Final-Exam-1,3,7,54023.0,2,0.4,0.099622344,0.457303476,4,5,0,1,0.4,0.2,5429.0,0.4,0.2,0.4,0.4,0.2,0.3999999999999999,0.4,0.2,0.3999999999999999,9110.0,0.693,0.297,0.01,0.16000000000000003,0.08000000000000002,0.76,0.16000000000000003,0.08000000000000002,0.76,16489.0,0.792,0.198,0.01,0.16,0.08000000000000002,0.76,0.8069178082191781,0.1830821917808219,0.01,2761.0,1,1,1,5195.0,Do_Not_Divert,Do_Not_Divert,-2.4607288194285717,Divert,Do_Not_Divert,-0.25842691619047614,Do_Not_Divert,Do_Not_Divert,-0.5066620662820097
PSU,126,Human_Single,Final-Exam-1,3,8,98342.0,2,0.7,0.125905771,0.312691703,5,2,1,0,0.4,0.1,10062.0,0.4,0.1,0.5,0.4,0.1,0.5,0.4,0.1,0.5,15663.0,0.792,0.198,0.01,0.27999999999999997,0.06999999999999999,0.65,0.27999999999999997,0.06999999999999999,0.65,5288.0,0.792,0.198,0.01,0.6999999999999998,0.029166666666666678,0.2708333333333335,0.9138461538461538,0.07615384615384617,0.01,2839.0,1,1,1,3308.0,Divert,Do_Not_Divert,-0.2737730089523809,Divert,Do_Not_Divert,-0.2737730089523809,Divert,Do_Not_Divert,-0.3129450858987667
PSU,126,Human_Single,Final-Exam-1,3,9,43992.0,2,0.4,0.111816277,0.281968674,3,3,0,0,0.3,0.1,5881.0,0.3,0.1,0.6,0.3,0.1,0.6,0.3,0.1,0.6,14306.0,0.594,0.396,0.01,0.12,0.04000000000000001,0.84,0.12,0.04000000000000001,0.84,6396.0,0.3,0.3,0.4,0.11999999999999997,0.04000000000000001,0.8400000000000001,0.7317391304347826,0.2582608695652174,0.01,4056.0,1,1,1,2776.0,Do_Not_Divert,Do_Not_Divert,-0.8393746832307694,Do_Not_Divert,Do_Not_Divert,-0.8393746832307694,Do_Not_Divert,Do_Not_Divert,-0.31587701506109317
PSU,126,Human_Single,Final-Exam-1,3,10,77595.0,2,0.7,0.230668493,0.050440015,4,5,0,0,0.4,0.4,13572.0,0.4,0.4,0.2,0.4,0.4,0.19999999999999996,0.4,0.4,0.19999999999999996,7504.0,0.297,0.693,0.01,0.27999999999999997,0.27999999999999997,0.44000000000000006,0.27999999999999997,0.27999999999999997,0.44000000000000006,11357.0,0.297,0.693,0.01,0.27999999999999997,0.2799999999999999,0.44000000000000017,0.1830821917808219,0.8069178082191781,0.01,21637.0,2,2,1,5897.0,Do_Not_Divert,Divert,-0.6252135253670886,Do_Not_Divert,Divert,-0.6252135253670886,Do_Not_Divert,Divert,-1.25258013725
PSU,127,Human_Single,Final-Exam-1,3,1,77626.0,2,1.0,0.334456797,0.437983013,2,2,0,1,0.1,0.1,10389.0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,0.8,5772.0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,0.8,16146.0,0.495,0.495,0.01,0.09999999999999999,0.1,0.8,0.19946091644204852,0.0889487870619946,0.7115902964959568,16676.0,1,1,1,8502.0,Divert,Do_Not_Divert,-0.7493559826666667,Do_Not_Divert,Do_Not_Divert,-0.30341358666666673,Do_Not_Divert,Do_Not_Divert,-0.08274916000000003
PSU,127,Human_Single,Final-Exam-1,3,2,72025.0,2,0.4,0.153512717,0.056970253,2,3,0,0,0.3,0.3,5959.0,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.4,7940.0,0.1,0.1,0.8,0.12,0.12,0.76,0.12,0.12,0.76,21216.0,0.594,0.396,0.01,0.11999999999999997,0.12,0.76,0.19946091644204852,0.0889487870619946,0.7115902964959568,15928.0,1,1,1,5897.0,Divert,Divert,-1.3157894736842106,Divert,Do_Not_Divert,-1.0859323120000002,Do_Not_Divert,Do_Not_Divert,-0.4332993872142857
