Subject_number,Phase_number,Trial_number,Surprise,Trial_time,Group_time,Surprise_time,Allocation_time,Probabilities_score,Troop_allocation_score,Number_probability_sets,Number_groups,Max_probs_in_set,Layer_type_1,Layer_type_2,Layer_type_3,Layer_type_4,Layer_type_5,Layer_Surprise_1,Layer_Surprise_2,Layer_Surprise_3,Layer_Surprise_4,Layer_Surprise_5,Layer_Surprise_Time_1,Layer_Surprise_Time_2,Layer_Surprise_Time_3,Layer_Surprise_Time_4,Layer_Surprise_Time_5,Center_X_1,Center_X_2,Center_X_3,Center_X_4,Center_Y_1,Center_Y_2,Center_Y_3,Center_Y_4,Circle_R_1,Circle_R_2,Circle_R_3,Circle_R_4,Human_probs_1_1,Human_probs_1_2,Human_probs_1_3,Human_probs_1_4,Human_probs_2_1,Human_probs_2_2,Human_probs_2_3,Human_probs_2_4,Human_probs_3_1,Human_probs_3_2,Human_probs_3_3,Human_probs_3_4,Human_probs_4_1,Human_probs_4_2,Human_probs_4_3,Human_probs_4_4,Human_probs_5_1,Human_probs_5_2,Human_probs_5_3,Human_probs_5_4,Raw_human_probs_1_1,Raw_human_probs_1_2,Raw_human_probs_1_3,Raw_human_probs_1_4,Raw_human_probs_2_1,Raw_human_probs_2_2,Raw_human_probs_2_3,Raw_human_probs_2_4,Raw_human_probs_3_1,Raw_human_probs_3_2,Raw_human_probs_3_3,Raw_human_probs_3_4,Raw_human_probs_4_1,Raw_human_probs_4_2,Raw_human_probs_4_3,Raw_human_probs_4_4,Raw_human_probs_5_1,Raw_human_probs_5_2,Raw_human_probs_5_3,Raw_human_probs_5_4,Normative_probs_1_1,Normative_probs_1_2,Normative_probs_1_3,Normative_probs_1_4,Normative_probs_2_1,Normative_probs_2_2,Normative_probs_2_3,Normative_probs_2_4,Normative_probs_3_1,Normative_probs_3_2,Normative_probs_3_3,Normative_probs_3_4,Normative_probs_4_1,Normative_probs_4_2,Normative_probs_4_3,Normative_probs_4_4,Normative_probs_5_1,Normative_probs_5_2,Normative_probs_5_3,Normative_probs_5_4,Norm_allocation_1,Norm_allocation_2,Norm_allocation_3,Norm_allocation_4,Raw_allocation_1,Raw_allocation_2,Raw_allocation_3,Raw_allocation_4,Normative_Center_X_1,Normative_Center_X_2,Normative_Center_X_3,Normative_Center_X_4,Normative_Center_Y_1,Normative_Center_Y_2,Normative_Center_Y_3,Normative_Center_Y_4,BaseRate_1,BaseRate_2,BaseRate_3,BaseRate_4,Sigma_X_1,Sigma_X_2,Sigma_X_3,Sigma_X_4,Sigma_Y_1,Sigma_Y_2,Sigma_Y_3,Sigma_Y_4,
S003,5,1,0,327032,17314,4196,10404,40.4475060554512,45.0,5,4,4,MOVINT,SIGINT,SOCINT,IMINT,NaN,6,4,0,4,NaN,95076,46203,5522,58122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.0,6.0,33.0,11.0,28.0,27.0,21.0,24.0,49.0,20.0,14.0,17.0,60.0,16.0,11.0,13.0,52.0,14.0,23.0,11.0,58.0,8.0,39.0,13.0,42.0,42.0,33.0,38.0,69.0,27.0,21.0,24.0,75.0,20.0,14.0,17.0,60.0,16.0,27.0,13.0,NaN,NaN,NaN,NaN,58.244538724619964,7.801723675883879,28.761863691042922,5.191873908453235,90.71000992502233,1.7357714009835226,6.3991013406717006,1.1551173333224576,95.12873494231896,0.9101627133604268,3.3554092641427204,0.6056930801779058,85.02495811488046,0.8134928592093582,11.99610327268637,2.1654457532238043,45.0,12.0,31.0,12.0,51.0,13.0,36.0,14.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S003,5,2,6,217195,42431,12495,28220,60.74051730292783,1.0,5,4,4,MOVINT,SOCINT,SIGINT,IMINT,NaN,6,6,0,4,NaN,30669,6396,9375,16520,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.0,6.0,45.0,27.0,19.0,21.0,38.0,22.0,23.0,9.0,39.0,29.0,22.0,1.0,37.0,40.0,24.0,1.0,36.0,39.0,31.0,9.0,66.0,40.0,22.0,24.0,45.0,27.0,30.0,11.0,53.0,39.0,23.0,0.0,39.0,43.0,24.0,1.0,37.0,40.0,NaN,NaN,NaN,NaN,9.454161215544378,28.571203671763435,15.544470567190618,46.43016454550157,8.182270574381715,24.72745215025145,26.906472444566358,40.18380483080046,9.797362688187082,9.869461655681128,32.21752040619214,48.11565524993966,24.64737997663605,24.828760487320984,20.26253116856341,30.261328367479557,23.0,1.0,35.0,41.0,25.0,0.0,40.0,47.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S003,5,3,0,93271,16364,5180,5350,91.21858773242779,100.0,5,4,4,SIGINT,SOCINT,MOVINT,IMINT,NaN,3,3,0,0,NaN,11731,4930,8767,6848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.0,50.0,0.0,33.0,20.0,57.0,0.0,23.0,17.0,64.0,0.0,19.0,13.0,74.0,0.0,13.0,0.0,100.0,0.0,0.0,17.0,51.0,0.0,35.0,17.0,50.0,0.0,21.0,20.0,77.0,0.0,23.0,17.0,100.0,0.0,19.0,0.0,100.0,0.0,0.0,NaN,NaN,NaN,NaN,30.938324147409485,55.534012955405274,4.4667949769209864E-5,13.527618229235467,19.891677427676303,71.41076334387128,2.8719087819084996E-5,8.697530509364602,5.844908352428661,83.93246243600646,8.438727044424584E-6,10.222620772837827,6.330246579422781,90.90188437553364,2.284861446349908E-6,2.767866760182137,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S003,5,4,0,102287,26816,3432,6458,46.78001882881254,76.0,5,4,4,IMINT,MOVINT,SOCINT,SIGINT,NaN,3,0,0,6,NaN,8845,19220,4103,9344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.0,63.0,12.0,14.0,11.0,65.0,11.0,13.0,9.0,74.0,8.0,9.0,9.0,74.0,8.0,9.0,7.0,57.0,30.0,6.0,10.0,60.0,12.0,14.0,11.0,69.0,12.0,14.0,11.0,100.0,11.0,13.0,9.0,74.0,8.0,9.0,9.0,74.0,38.0,9.0,NaN,NaN,NaN,NaN,0.25211570183714316,96.34956089294762,1.4143760450937004,1.9839473601215265,0.06382667516475657,97.56904596689574,0.3580694091370904,2.0090579488024143,0.03230600970531499,98.7695673574738,0.1812376060150105,1.0168890268058768,0.0319584849470943,97.70707556945763,1.2550158777138125,1.0059500678814681,6.0,76.0,12.0,6.0,6.0,81.0,14.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S003,5,5,0,115700,56189,3806,5429,71.9891356816628,77.0,5,4,4,SOCINT,SIGINT,IMINT,MOVINT,NaN,3,0,0,5,NaN,7270,8377,6957,6521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.0,19.0,8.0,42.0,25.0,14.0,6.0,55.0,30.0,1.0,6.0,63.0,1.0,1.0,5.0,93.0,1.0,1.0,23.0,75.0,52.0,34.0,14.0,73.0,31.0,19.0,8.0,71.0,25.0,0.0,6.0,55.0,0.0,1.0,6.0,100.0,1.0,1.0,28.0,93.0,NaN,NaN,NaN,NaN,2.2466323602062426,14.811180965707148,7.920325996881491,75.02186067720513,2.4927716392392782,5.477960777936099,8.78807070006918,83.24119688275545,0.6628164011228077,1.4565643283038718,9.346828730786157,88.53379053978716,2.0389812439996025,1.120184768006444,28.753073159724785,68.08776082826917,1.0,0.0,22.0,77.0,0.0,0.0,25.0,84.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S003,5,6,2,121831,3494,5397,8673,74.22676935211248,9.0,5,4,4,SOCINT,IMINT,MOVINT,SIGINT,NaN,3,5,0,0,NaN,9781,12167,8423,4945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0,25.0,25.0,25.0,41.0,22.0,28.0,9.0,39.0,21.0,32.0,8.0,53.0,17.0,24.0,6.0,100.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,70.0,36.0,48.0,17.0,41.0,22.0,35.0,9.0,68.0,21.0,32.0,8.0,100.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,56.993899392052874,16.786870337659064,18.376029180197545,7.843201090090537,31.901173206357736,9.396108424702781,41.14243074965366,17.560287619285827,39.98507448356242,2.944281177271039,51.56810839896805,5.502535940198496,82.34390085284699,0.8661932000358099,15.171086640338125,1.6188193067790777,91.0,0.0,9.0,0.0,100.0,0.0,10.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S003,5,7,6,107107,20419,4087,8954,72.75262417232197,0.0,5,4,4,SIGINT,IMINT,SOCINT,MOVINT,NaN,0,4,0,0,NaN,23352,8986,3885,7051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.0,8.0,52.0,7.0,33.0,8.0,52.0,7.0,59.0,9.0,25.0,7.0,43.0,6.0,46.0,5.0,43.0,6.0,46.0,5.0,40.0,9.0,64.0,9.0,33.0,8.0,52.0,7.0,57.0,8.0,25.0,7.0,59.0,9.0,64.0,7.0,43.0,6.0,46.0,5.0,NaN,NaN,NaN,NaN,56.54114979148309,3.529544013492119,36.93303467831639,2.996271516708389,80.71193719554077,5.0383894879474935,13.180386260229657,1.0692870562820784,71.31265395221756,4.45164542588059,23.290937053218205,0.9447635686836476,61.3763046742934,15.325501482182629,20.04569413004797,3.2524997134760114,44.0,0.0,56.0,0.0,53.0,0.0,70.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S003,5,8,2,100275,16442,3962,15319,73.50507202633506,22.0,5,4,4,MOVINT,IMINT,SIGINT,SOCINT,NaN,0,1,6,6,NaN,12870,4321,13197,6505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.0,1.0,52.0,13.0,34.0,1.0,52.0,13.0,34.0,1.0,52.0,13.0,34.0,1.0,52.0,13.0,34.0,1.0,52.0,13.0,39.0,1.0,62.0,16.0,34.0,1.0,52.0,13.0,34.0,1.0,52.0,13.0,34.0,1.0,52.0,13.0,34.0,1.0,52.0,13.0,NaN,NaN,NaN,NaN,13.334113330871359,1.1244356916985396,76.59835976671599,8.94309121071412,3.7389800279295624,0.3152997495692731,85.91489519646926,10.030825026031897,21.377138549953397,0.2575265515866334,70.17248418401513,8.192850714444836,19.75836518660039,0.23802547939727664,64.85870713326753,15.144902200734798,31.0,0.0,22.0,47.0,46.0,0.0,34.0,72.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S003,5,9,2,134658,41277,3604,12979,18.621151969344282,44.0,5,4,4,SOCINT,MOVINT,IMINT,SIGINT,NaN,0,5,4,6,NaN,4399,15834,16739,7129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.0,19.0,0.0,37.0,51.0,16.0,0.0,33.0,43.0,29.0,0.0,28.0,36.0,24.0,0.0,40.0,44.0,29.0,0.0,27.0,41.0,18.0,0.0,36.0,56.0,19.0,0.0,37.0,51.0,34.0,0.0,34.0,43.0,29.0,0.0,48.0,36.0,24.0,0.0,23.0,NaN,NaN,NaN,NaN,83.29204714098411,15.734502168863528,0.15155690584167625,0.8218937843106946,95.10102366626579,4.491326946872784,0.17304433477110684,0.23460505209034477,95.39267440550935,4.505100708434351,0.04339375447331166,0.0588311315829724,95.43010281174598,4.506868336195114,0.043410780508916814,0.019618071549986092,44.0,13.0,0.0,43.0,34.0,11.0,0.0,34.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S003,5,10,1,153192,17394,3448,13073,66.879965827233,50.0,5,4,4,IMINT,SIGINT,MOVINT,SOCINT,NaN,5,4,4,6,NaN,31918,18330,11014,4290,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.0,23.0,10.0,14.0,28.0,9.0,25.0,38.0,28.0,9.0,25.0,38.0,24.0,8.0,24.0,44.0,24.0,8.0,24.0,44.0,45.0,19.0,9.0,12.0,37.0,12.0,33.0,52.0,28.0,9.0,25.0,38.0,28.0,9.0,29.0,53.0,24.0,8.0,24.0,44.0,NaN,NaN,NaN,NaN,16.599382383504295,6.1126811408534545,22.225934993796663,55.06200148184559,17.30456427479236,2.124120870873009,23.170146441696467,57.40116841263816,6.211795877479565,3.0499711080683847,8.317355921916441,82.42087709253562,6.027945287791746,5.919402160471996,8.071187048848406,79.98146550288784,1.0,15.0,34.0,50.0,0.0,14.0,30.0,44.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
